t,model,s,i,r,R0,beta,gamma
0.410958904109589,basic_sir_gamma_comparison,0.0003365888674366389,9.18825130933174e-05,0.9995715286194696,8.0,208.0,26.0
0.4136986301369863,basic_sir_gamma_comparison,0.00033657185537093096,8.558154449899315e-05,0.9995778466001297,8.0,208.0,26.0
0.41643835616438357,basic_sir_gamma_comparison,0.0003365560107043046,7.971267266987893e-05,0.9995837313166254,8.0,208.0,26.0
0.4191780821917808,basic_sir_gamma_comparison,0.0003365412532784348,7.424626613122987e-05,0.9995892124805899,8.0,208.0,26.0
0.42191780821917807,basic_sir_gamma_comparison,0.00033652750844551473,6.915472540369541e-05,0.9995943177661504,8.0,208.0,26.0
0.4246575342465753,basic_sir_gamma_comparison,0.000336514706688569,6.441234365980408e-05,0.9995990729496512,8.0,208.0,26.0
0.4273972602739726,basic_sir_gamma_comparison,0.00033650278326804225,5.9995176935660565e-05,0.9996035020397959,8.0,208.0,26.0
0.4301369863013699,basic_sir_gamma_comparison,0.00033649167789283026,5.58809232426561e-05,0.999607627398864,8.0,208.0,26.0
0.4328767123287671,basic_sir_gamma_comparison,0.0003364813344140493,5.204880996891378e-05,0.9996114698556166,8.0,208.0,26.0
0.43561643835616437,basic_sir_gamma_comparison,0.0003364717005399611,4.8479489002037255e-05,0.9996150488104575,8.0,208.0,26.0
0.4383561643835616,basic_sir_gamma_comparison,0.0003364627275705817,4.5154939043702845e-05,0.9996183823333853,8.0,208.0,26.0
0.4410958904109589,basic_sir_gamma_comparison,0.00033645437015060713,4.205837462293997e-05,0.999621487255226,8.0,208.0,26.0
0.4438356164383562,basic_sir_gamma_comparison,0.00033644658603938364,3.917416134875864e-05,0.9996243792526114,8.0,208.0,26.0
0.4465753424657534,basic_sir_gamma_comparison,0.00033643933589674044,3.6487736974277514e-05,0.9996270729271285,8.0,208.0,26.0
0.44931506849315067,basic_sir_gamma_comparison,0.0003364325830835857,3.398553787384478e-05,0.9996295818790422,8.0,208.0,26.0
0.452054794520548,basic_sir_gamma_comparison,0.000336426293476243,3.165493056196707e-05,0.9996319187759615,8.0,208.0,26.0
0.4547945205479452,basic_sir_gamma_comparison,0.0003364204352935774,2.948414790831518e-05,0.9996340954167977,8.0,208.0,26.0
0.4575342465753425,basic_sir_gamma_comparison,0.00033641497893602626,2.7462229726780607e-05,0.9996361227913367,8.0,208.0,26.0
0.4602739726027397,basic_sir_gamma_comparison,0.000336409896835712,2.557896743863993e-05,0.9996380111357251,8.0,208.0,26.0
0.46301369863013697,basic_sir_gamma_comparison,0.0003364051633168711,2.382485253044988e-05,0.9996397699841522,8.0,208.0,26.0
0.4657534246575343,basic_sir_gamma_comparison,0.0003364007544658868,2.2191028546453946e-05,0.9996414082169871,8.0,208.0,26.0
0.4684931506849315,basic_sir_gamma_comparison,0.00033639664801026273,2.0669246373124872e-05,0.999642934105616,8.0,208.0,26.0
0.4712328767123288,basic_sir_gamma_comparison,0.00033639282320592045,1.9251822590086974e-05,0.9996443553542034,8.0,208.0,26.0
0.473972602739726,basic_sir_gamma_comparison,0.0003363892607322472,1.7931600677143816e-05,0.99964567913859,8.0,208.0,26.0
0.4767123287671233,basic_sir_gamma_comparison,0.000336385942594359,1.6701914881554725e-05,0.9996469121425235,8.0,208.0,26.0
0.4794520547945206,basic_sir_gamma_comparison,0.00033638285203208235,1.5556556563134675e-05,0.9996480605914043,8.0,208.0,26.0
0.4821917808219178,basic_sir_gamma_comparison,0.0003363799734351915,1.4489742847261444e-05,0.999649130283717,8.0,208.0,26.0
